id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
332,"The chemo fog is lifting, thank God, but it feels like a lifetime ago I was normal. Normal hair, normal energy, just...normal. Will I ever be that woman again? Sometimes I can't breathe thinking about it. I have to believe there's still a chance, though. For my kids, for myself...I need to fight back to her.  This monster stole so much already, but it won't take everything.",hope,high,neighbor,remission,breast,messy,long,personal journal,elderly,False
333,"Sunburns were always my thing, even told everyone to stay out of the sun but never listened myself. Guess I messed this one up pretty bad.",guilt,low,patient,diagnosis,melanoma,messy,medium,online forum,teen,False
334,"The doctors are insistent on these new treatments, but I truly believe this flare-up is just a temporary setback. My body has always been resilient, and I've bounced back from worse before. This too shall pass, and I'll be back to my old self soon enough. It's just a matter of time.",denial,medium,close friend,palliative,leukemia,formal,long,personal journal,elderly,False
335,My whole world just shattered; I don't even know where to begin anymore.,acceptance,high,adult child,diagnosis,lung,messy,short,online forum,young adult,False
336,"Been having these weird aches lately, hope it's nothing serious...",anxiety,low,close friend,remission,leukemia,casual,short,SMS,elderly,False
337,"rn i just found out they stopped the treatments cuz its too far gone.  guess we knew it was comin but damn it still hurts like hell.  wish theyd let me switch places with him. gotta go, lils is wakin up need to fix his bottle.",sadness,medium,parent of a sick child,bereavement,prostate,casual,long,online forum,teen,True
338,"This is all just a freakin' nightmare, it's supposed to be over!",anger,high,coworker,relapse,melanoma,casual,short,personal journal,teen,False
339,"It's back, but this time we're ready to fight even harder. We know what to expect now and we have an amazing team. We'll beat this thing again.",hope,low,spouse,relapse,pancreatic,messy,medium,personal journal,teen,False
340,"man this sucks. i always ate the wrong stuff, never went for checkups. rn my wife's making dinner again, pot roast like usual. guess she thinks i need to eat up for strength but maybe if i just listened to her years ago... i wouldnt be here. gotta push through tho right?",guilt,medium,patient,treatment,prostate,messy,long,SMS,middle-aged,True
341,"i just dont get it.  he was SO strong rn, and he ate all my pizza rolls last night, so he's fine right? like leukemia is for old people, not someone who can demolish a whole box in one sitting. i cant believe this is happening. its gotta be some mistake.",denial,high,spouse,bereavement,leukemia,messy,long,personal journal,teen,True
342,"It is what it is, I suppose.  We'll figure out the next steps together.",acceptance,low,nurse or carer,diagnosis,prostate,messy,short,personal journal,elderly,False
343,"They just increased my radiation dose again. I keep thinking about what this will mean for me long-term. Trying to stay focused on each day, but it's hard not to feel overwhelmed by everything sometimes.  I know I need to be strong, but it’s all so uncertain.",anxiety,medium,close friend,treatment,brain,formal,long,SMS,middle-aged,False
344,"dads gone rn. lung thing took him way too fast.  cant even think straight. forgot to feed the fish this morning, whoops. im a mess. dont know what to do anymore  everything just feels empty.",sadness,high,adult child,bereavement,lung,messy,long,SMS,teen,True
345,"It's lymphoma. Lymphoma! Of all things. My child? How is this even possible? We eat right, we exercise, they get enough sleep. What did we do to deserve this?  I just want answers. I need someone to tell me why.",anger,low,parent of a sick child,diagnosis,lymphoma,messy,long,personal journal,elderly,False
346,"This leukemia news hit us hard, but we're already looking into specialists and treatment options.  We know this will be a fight, but we're determined to face it head-on.",hope,medium,nurse or carer,diagnosis,leukemia,casual,medium,online forum,middle-aged,False
347,"Stupid colon!  It's BACK again. All those years ago, I swore I'd eat healthier, exercise more...guess I didn't stick to it enough, huh? Now what am I gonna do? My grandkids are coming next week, and I won't even be able to play with them properly. Maybe they'll just think Nana is tired.  Forgot to pick up the dry cleaning AGAIN. This chemo fog is making me so forgetful!",guilt,high,coworker,relapse,colon,messy,long,personal journal,elderly,True
348,"The doctors are suggesting all sorts of treatments, but I'm sure this is just a temporary setback. I've always been healthy and active, so I expect to be back to normal soon.",denial,low,close friend,treatment,lung,formal,medium,online forum,elderly,False
349,"Been thinking a lot lately. I guess rn it just feels like this is our new normal... kinda sucks but gotta keep going, right? Anyway, anyone else addicted to that new reality show?",acceptance,medium,adult child,bereavement,pancreatic,casual,medium,online forum,teen,True
350,OMG rn my best friend just texted me he has to go back to chemo for lymphoma AGAIN and I can't even breathe thinking about it my puppy keeps whining too  😭,anxiety,high,close friend,relapse,lymphoma,casual,short,online forum,teen,True
351,ugh rn i just wanna eat pizza and play games but my skin is so messed up from this melanoma stuff  i dunno when ill be able to hang out again :( my mom made me a smoothie tho its kinda gross,sadness,low,neighbor,palliative,melanoma,messy,medium,online forum,teen,True
352,This is SO unfair! Why me? I was just starting to have fun and now this stupid brain thing ruins everything.  It's not right!,anger,medium,support-group member,diagnosis,brain,messy,medium,SMS,teen,False
353,"The biopsy results confirmed it - melanoma.  My world feels like it's tilting on its axis. I can barely breathe, let alone process this. But there has to be a way through. They say early detection is key, and I caught it early. I will fight with everything I have, for every single day they give me. This isn't over yet.",hope,high,coworker,diagnosis,melanoma,formal,long,personal journal,young adult,False
354,Mom keeps asking if I ate enough veggies growing up.  Think maybe she blames herself rn for my leukemia? Still gotta get this pizza outta the oven tho lol. 🍕,guilt,low,adult child,treatment,leukemia,casual,medium,SMS,young adult,True
355,"Been feeling pretty good lately, honestly.  My doctor says things are looking up, so I'm just going to keep doing what I've been doing and not worry too much about it.",denial,medium,coworker,remission,pancreatic,casual,medium,online forum,middle-aged,False
356,"i just cant even rn.  My sweet girl, gone. Ovarian cancer stole her from me. everything smells like lavender now. i guess that's what we used for her room spray. wish i could just go back to before any of this happened.",acceptance,high,parent of a sick child,bereavement,ovarian,messy,long,online forum,elderly,True
357,"Hey, they finally figured out what's been going on. Pancreatic cancer.  I don't even know what to say, it all feels so surreal. Guess we have a lot to talk about when you're free.",anxiety,low,close friend,diagnosis,pancreatic,casual,long,SMS,middle-aged,False
358,It's hard to believe they're gone. Everything feels so empty now. I keep wishing things could have been different.,sadness,medium,coworker,bereavement,brain,formal,medium,SMS,young adult,False
359,"This whole thing is just one giant cosmic joke. First they tell us he beat it, we celebrate for weeks, and now THIS? It's like some cruel game, pulling us up only to kick us back down harder than before. How are we supposed to even try anymore when the universe keeps throwing punches like this? I can't breathe, I feel like screaming.  Everything feels pointless.",anger,high,adult child,relapse,lymphoma,casual,long,personal journal,elderly,False
